Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0        0.918     2:27.837         128         128    1154980 .TAU application
100.0           16     2:27.836         128        8832    1154973 MG_MPI 
 44.0     1:05.103     1:05.103         128           0     508623 MPI_Init() 
 43.7     1:04.635     1:04.635         128           0     504967 MPI_Finalize() 
  8.7           41       12,848        2688       96768       4780 MG3P 
  6.4        4,520        9,395       21760       21760        432 RESID 
  6.1          158        8,969       62336      967824        144 COMM3 
  2.8          556        4,067      319584      319584         13 GIVE3 
  2.6        1,413        3,875       21504       21504        180 PSINV 
  2.4        3,520        3,520      328992           0         11 MPI_Send() 
  2.2          518        3,291      319584      319584         10 TAKE3 
  2.1        3,164        3,164      328992           0         10 MPI_Wait() 
  1.4          556        2,064       18816       18816        110 RPRJ3 
  1.0        1,275        1,485      328992      328992          5 READY 
  0.9          895        1,349       18816       18816         72 INTERP 
  0.5          145          697         256       65274       2725 ZRAN3 
  0.3            9          454       18816       28224         24 COMM3_EX 
  0.3          411          411       28400           0         15 ZERO3 
  0.3            4          395        9408        9408         42 TAKE3_EX 
  0.2          267          267       11264           0         24 MPI_Allreduce() 
  0.1          210          210      328992           0          1 MPI_Irecv() 
  0.1          101          201         512        1024        394 NORM2U3 
  0.1          189          189         768           0        247 MPI_Barrier() 
  0.1           98           98         896           0        110 MPI_Bcast() 
  0.0            4           13        9408        9408          1 GIVE3_EX 
  0.0            9            9       53242           0          0 BUBBLE 
  0.0            3            3         128           0         29 ALLOC_SPACE 
  0.0            1            1         128           0         14 MPI_Reduce() 
  0.0        0.532        0.532         256           0          2 SETUP 
  0.0        0.313        0.313         768           0          0 POWER 
  0.0        0.049        0.049         128           0          0 MPI_Comm_size() 
  0.0        0.025        0.025         128           0          0 MPI_Comm_rank() 

FUNCTION SUMMARY (mean):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      0.00717        1,154           1           1    1154980 .TAU application
100.0        0.131        1,154           1          69    1154973 MG_MPI 
 44.0          508          508           1           0     508623 MPI_Init() 
 43.7          504          504           1           0     504967 MPI_Finalize() 
  8.7        0.321          100          21         756       4780 MG3P 
  6.4           35           73         170         170        432 RESID 
  6.1            1           70         487     7561.12        144 COMM3 
  2.8            4           31     2496.75     2496.75         13 GIVE3 
  2.6           11           30         168         168        180 PSINV 
  2.4           27           27     2570.25           0         11 MPI_Send() 
  2.2            4           25     2496.75     2496.75         10 TAKE3 
  2.1           24           24     2570.25           0         10 MPI_Wait() 
  1.4            4           16         147         147        110 RPRJ3 
  1.0            9           11     2570.25     2570.25          5 READY 
  0.9            6           10         147         147         72 INTERP 
  0.5            1            5           2     509.953       2725 ZRAN3 
  0.3       0.0746            3         147       220.5         24 COMM3_EX 
  0.3            3            3     221.875           0         15 ZERO3 
  0.3       0.0331            3        73.5        73.5         42 TAKE3_EX 
  0.2            2            2          88           0         24 MPI_Allreduce() 
  0.1            1            1     2570.25           0          1 MPI_Irecv() 
  0.1        0.792            1           4           8        394 NORM2U3 
  0.1            1            1           6           0        247 MPI_Barrier() 
  0.1        0.768        0.768           7           0        110 MPI_Bcast() 
  0.0       0.0323        0.109        73.5        73.5          1 GIVE3_EX 
  0.0       0.0776       0.0776     415.953           0          0 BUBBLE 
  0.0       0.0286       0.0286           1           0         29 ALLOC_SPACE 
  0.0       0.0142       0.0142           1           0         14 MPI_Reduce() 
  0.0      0.00416      0.00416           2           0          2 SETUP 
  0.0      0.00245      0.00245           6           0          0 POWER 
  0.0     0.000383     0.000383           1           0          0 MPI_Comm_size() 
  0.0     0.000195     0.000195           1           0          0 MPI_Comm_rank() 
